Country Name,Country Code,Series Name,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Argentina,ARG,"Employment in industry, female (% of female employment) (modeled ILO estimate)",8.390000343,8.659999847,8.880000114,9.170000076,9.140000343,9.199999809
Argentina,ARG,"Employment in industry, male (% of male employment) (modeled ILO estimate)",35,34.13999939,32.79999924,31.97999954,31.30999947,31.20000076
Argentina,ARG,Employment in services (% of total employment) (modeled ILO estimate),75.29000092,76.08000183,76.98999786,77.5,77.98999786,78.09999847
Argentina,ARG,"Employment in services, female (% of female employment) (modeled ILO estimate)",91.44999695,91.26999664,91.08999634,90.81999969,90.80999756,90.76999664
Argentina,ARG,"Employment in services, male (% of male employment) (modeled ILO estimate)",64.18000031,65.47000122,67.01000214,67.93000031,68.56999969,68.73000336
Argentina,ARG,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",43.35,43.85,44.25,44.7,45.47,45.85
Argentina,ARG,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",68.37,68.03,67.7,67.26,66.82,66.03
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",55.36,55.45,55.51,55.53,55.73,55.55
Argentina,ARG,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",23.15,23.02,22.61,22.32,22.84,22.42
Argentina,ARG,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",38.94,38.27,37.5,36.65,36.14,34.32
Argentina,ARG,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",31.15,30.75,30.17,29.59,29.59,28.46
Argentina,ARG,"Fertility rate, total (births per woman)",2.312,2.301,2.288,2.275,2.261,2.247
Argentina,ARG,GDP (constant 2015 US$),5.78938E+11,5.94749E+11,5.82377E+11,5.98791E+11,5.83118E+11,5.71305E+11
Argentina,ARG,GDP (constant LCU),7.02306E+11,7.21487E+11,7.06478E+11,7.2639E+11,7.07377E+11,6.93046E+11
Argentina,ARG,GDP (current LCU),4.57909E+12,5.95451E+12,8.22816E+12,1.06602E+13,1.47448E+13,2.18023E+13
Argentina,ARG,GDP (current US$),5.2632E+11,5.94749E+11,5.57531E+11,6.43629E+11,5.2482E+11,4.51932E+11
Argentina,ARG,GDP deflator (base year varies by country),652.0072626,825.3107382,1164.673397,1467.562778,2084.433257,3145.857912
Argentina,ARG,GDP deflator: linked series (base year varies by country),652.0072626,825.3107382,1164.673397,1467.562778,2084.433257,3145.857912
Argentina,ARG,GDP growth (annual %),-2.512615321,2.731159828,-2.080327844,2.818502978,-2.617396463,-2.025934237
Argentina,ARG,GDP per capita (constant 2015 US$),13567.94842,13789.06042,13360.21183,13595.03736,13112.40113,12711.70519
Argentina,ARG,GDP per capita (constant LCU),16459.20496,16727.43474,16207.20083,16492.0664,15898.08653,15422.03615
Argentina,ARG,GDP per capita (current LCU),107315.2117,138053.3152,188760.9565,242031.4278,331385.003,485155.3445
Argentina,ARG,GDP per capita (current US$),12334.79825,13789.06042,12790.24247,14613.04182,11795.15939,10056.63794
Argentina,ARG,GDP per capita growth (annual %),-3.57858051,1.629664279,-3.110063898,1.757648183,-3.601609757,-2.994387889
Argentina,ARG,"GDP per capita, PPP (constant 2017 international $)",23550.09906,23933.88661,23189.52745,23597.11775,22747.24166,22066.10101
Argentina,ARG,"GDP per capita, PPP (current international $)",19683.77151,20105.19899,20307.87005,23597.11775,23293.39863,22999.27505
Argentina,ARG,GDP per person employed (constant 2017 PPP $),56999.67003,57713.16657,55759.61272,56603.87876,54249.57077,52679.83875
Argentina,ARG,"GDP, PPP (constant 2017 international $)",1.00487E+12,1.03232E+12,1.01084E+12,1.03933E+12,1.01213E+12,9.91622E+11
Argentina,ARG,"GDP, PPP (current international $)",8.39897E+11,8.67177E+11,8.85228E+11,1.03933E+12,1.03643E+12,1.03356E+12
Argentina,ARG,GDP: linked series (current LCU),4.57909E+12,5.95451E+12,8.22816E+12,1.06602E+13,1.47448E+13,2.18023E+13
Argentina,ARG,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",29.84,30.17,30.46,30.68,31.83,31.5
Argentina,ARG,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",46.94,46.7,46.39,45.99,45.84,45.18
Argentina,ARG,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",38.5,38.55,38.54,38.45,38.94,38.44
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",47.32,48.02,48.7,49.37,50.82,51.34
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",54.76,55.58,56.38,57.17,59.02,59.53
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",73.12,73.03,72.88,72.73,72.81,72.71
Argentina,ARG,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",79.75,79.74,79.69,79.63,79.7,79.48
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",59.69,60.02,60.31,60.59,61.39,61.61
Argentina,ARG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",67.05,67.47,67.86,68.23,69.21,69.37
Argentina,ARG,"Labor force, female (% of total labor force)",41.24918956,41.61124609,41.98006461,42.34359288,43.00185537,43.2696281
Argentina,ARG,"Labor force, total",19008308,19361189,19696125,20034606,20551683,20877041
Argentina,ARG,"Life expectancy at birth, female (years)",79.281,79.434,79.583,79.726,79.863,79.995
Argentina,ARG,"Life expectancy at birth, male (years)",72.46,72.614,72.768,72.924,73.082,73.242
Argentina,ARG,"Life expectancy at birth, total (years)",75.913,76.068,76.221,76.372,76.52,76.667
Argentina,ARG,"Mortality rate, adult, female (per 1,000 female adults)",83.067,82.139,81.211,80.283,79.483,78.682
Argentina,ARG,"Mortality rate, adult, male (per 1,000 male adults)",154.008,152.24,150.473,148.705,147.086,145.466
Argentina,ARG,"Population ages 15-19, female (% of female population)",7.869559885,7.768479289,7.690215515,7.635883489,7.597222761,7.559991037
Argentina,ARG,"Population ages 15-19, male (% of male population)",8.553076992,8.446592644,8.357986021,8.295548591,8.251211083,8.209898489
Argentina,ARG,Population ages 15-64 (% of total population),64.01546985,64.06001976,64.06056661,64.08352251,64.12127729,64.16136585
Argentina,ARG,"Population ages 15-64, female",13881778,14031690,14174088,14318968,14464449,14607508
Argentina,ARG,"Population ages 15-64, female (% of female population)",63.4342422,63.44799524,63.43336236,63.43539571,63.44667763,63.45512889
Argentina,ARG,"Population ages 15-64, male",13433298,13598655,13750132,13906479,14065973,14225768
Argentina,ARG,"Population ages 15-64, male (% of male population)",64.62737503,64.70403042,64.72014302,64.76477069,64.83001569,64.90302941
Argentina,ARG,"Population ages 15-64, total",27315081,27630346,27924237,28225466,28530443,28833291
Argentina,ARG,"Population, female",21883730,22115261,22344847,22572521,22797803,23020216
Argentina,ARG,"Population, male",20785770,21016705,21245521,21472290,21696699,21918496
Argentina,ARG,"Population, total",42669500,43131966,43590368,44044811,44494502,44938712
Argentina,ARG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),64.71553611,65.75379981,66.82217344,67.88120445,69.79810466,70.6092697
Argentina,ARG,"Self-employed, female (% of female employment) (modeled ILO estimate)",19.48999977,20.04999924,20.82999992,21.45000076,22.56999969,23.39999962
Argentina,ARG,"Self-employed, male (% of male employment) (modeled ILO estimate)",26.52000046,26.82999992,27.64999962,28.12999916,27.70999908,28.80999947
Argentina,ARG,"Self-employed, total (% of total employment) (modeled ILO estimate)",23.64999962,24.04999924,24.81999969,25.34000015,25.53000069,26.51000023
Argentina,ARG,"Unemployment, female (% of female labor force) (modeled ILO estimate)",8.38,8.68,9.14,9.46,10.54,10.7
Argentina,ARG,"Unemployment, male (% of male labor force) (modeled ILO estimate)",6.49,6.84,7.12,7.53,8.23,9.19
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.27,7.61,7.97,8.35,9.22,9.84
Argentina,ARG,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",22.39,23.7,25.76,27.25,28.23,28.83
Argentina,ARG,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",17.05,18.05,19.16,20.3,21.17,24.03
Argentina,ARG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",19.09,20.23,21.73,23.03,24.01,25.97
Argentina,ARG,Women Business and the Law Index Score (scale 1-100),73.125,73.125,73.125,73.125,76.25,76.25
Brazil,BRA,Adjusted net national income (annual % growth),-0.142055812,-2.944151033,-3.120274597,0.891446292,-1.277958822,1.188818739
Brazil,BRA,Adjusted net national income (constant 2015 US$),1.6499E+12,1.60133E+12,1.55136E+12,1.56519E+12,1.54519E+12,1.56356E+12
Brazil,BRA,Adjusted net national income (current US$),2.16447E+12,1.60133E+12,1.59645E+12,1.83286E+12,1.6445E+12,1.61006E+12
Brazil,BRA,Adjusted net national income per capita (annual % growth),-0.992989746,-3.754888157,-3.915045456,0.080383411,-2.048760984,0.431183891
Brazil,BRA,Adjusted net national income per capita (constant 2015 US$),8137.266385,7831.53981,7522.652253,7531.041579,7376.672941,7408.585675
Brazil,BRA,Adjusted net national income per capita (current US$),10674.81531,7831.53981,7743.61781,8818.872255,7850.803551,7628.82845
Brazil,BRA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",62.0762,61.0878,60.0994,59.111,57.8858,56.6606
Brazil,BRA,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",4.289999962,4.199999809,3.529999971,3.619999886,3.440000057,3.289999962
Brazil,BRA,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",1.649999976,1.659999967,1.399999976,1.470000029,1.5,1.450000048
Brazil,BRA,"Employers, female (% of female employment) (modeled ILO estimate)",2.75,2.910000086,3,3.200000048,3.309999943,3.380000114
Brazil,BRA,"Employers, male (% of male employment) (modeled ILO estimate)",5.110000134,5.449999809,5.360000134,5.840000153,6,5.760000229
Brazil,BRA,"Employers, total (% of total employment) (modeled ILO estimate)",4.119999886,4.380000114,4.369999886,4.71999979,4.849999905,4.75
Brazil,BRA,Employment in agriculture (% of total employment) (modeled ILO estimate),10.34000015,10.19999981,10.14000034,9.460000038,9.260000229,9.079999924
Brazil,BRA,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",5.179999828,5.019999981,4.730000019,4.260000229,4.139999866,4.019999981
Brazil,BRA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",14.02000046,13.94999981,14.05000019,13.27999973,13.06000042,12.81000042
Brazil,BRA,Employment in industry (% of total employment) (modeled ILO estimate),22.88999939,22.17000008,20.88999939,20.47999954,20.12999916,19.98999977
Brazil,BRA,"Employment in industry, female (% of female employment) (modeled ILO estimate)",11.93999958,11.65999985,10.77000046,10.68999958,10.75,10.56999969
Brazil,BRA,"Employment in industry, male (% of male employment) (modeled ILO estimate)",30.73999977,29.77000046,28.20000076,27.70000076,27.09000015,26.95000076
Brazil,BRA,Employment in services (% of total employment) (modeled ILO estimate),66.76999664,67.62000275,68.98000336,70.06999969,70.61000061,70.94000244
Brazil,BRA,"Employment in services, female (% of female employment) (modeled ILO estimate)",82.87999725,83.31999969,84.5,85.05000305,85.11000061,85.41000366
Brazil,BRA,"Employment in services, male (% of male employment) (modeled ILO estimate)",55.24000168,56.27999878,57.75,59.02000046,59.84000015,60.24000168
Brazil,BRA,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",48.53,47.98,46.11,46.17,46.62,47.3
Brazil,BRA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",71.34,69.9,67.22,66.04,66.21,66.76
Brazil,BRA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",59.64,58.65,56.39,55.84,56.15,56.76
Brazil,BRA,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",38.2,36.02,33.19,33,33.41,34.39
Brazil,BRA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",54.33,51.87,47,46.07,46.43,47.47
Brazil,BRA,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",46.38,44.06,40.2,39.63,40.02,41.03
Brazil,BRA,"Fertility rate, total (births per woman)",1.758,1.753,1.747,1.739,1.73,1.719
Brazil,BRA,GDP (constant 2015 US$),1.86846E+12,1.80221E+12,1.74317E+12,1.76623E+12,1.79774E+12,1.82311E+12
Brazil,BRA,GDP (constant LCU),4.26302E+12,4.11186E+12,3.97716E+12,4.02977E+12,4.10165E+12,4.15953E+12
Brazil,BRA,GDP (current LCU),5.77895E+12,5.99579E+12,6.26933E+12,6.58548E+12,7.00414E+12,7.40702E+12
Brazil,BRA,GDP (current US$),2.45604E+12,1.80221E+12,1.79569E+12,2.06351E+12,1.91693E+12,1.87782E+12
Brazil,BRA,GDP deflator (base year varies by country),135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,178.0734404
Brazil,BRA,GDP deflator: linked series (base year varies by country),135.5600767,145.8167894,157.6332051,163.4205262,170.7638836,178.0734404
Brazil,BRA,GDP growth (annual %),0.50395574,-3.545763393,-3.275916906,1.322869054,1.783666761,1.411152985
Brazil,BRA,GDP per capita (constant 2015 US$),9214.989383,8814.001418,8455.323481,8498.305102,8582.349943,8638.294287
Brazil,BRA,GDP per capita (constant LCU),21024.56672,20109.68795,19291.34211,19389.40733,19581.16082,19708.80129
Brazil,BRA,GDP per capita (current LCU),28500.91878,29323.30132,30409.56087,31686.27147,33437.55066,35096.14051
Brazil,BRA,GDP per capita (current US$),12112.83496,8813.989806,8710.06329,9928.675897,9151.381732,8897.552966
Brazil,BRA,GDP per capita growth (annual %),-0.352483145,-4.351475066,-4.069410924,0.50833798,0.988960033,0.651853446
Brazil,BRA,"GDP per capita, PPP (constant 2017 international $)",15749.51216,15064.17607,14451.15284,14524.61354,14668.25616,14763.8717
Brazil,BRA,"GDP per capita, PPP (current international $)",15718.56495,14744.11363,14256.16339,14524.61354,15020.43822,15388.23492
Brazil,BRA,GDP per person employed (constant 2017 PPP $),34236.7093,33107.94274,32876.20094,33212.97479,33207.94903,32929.21136
Brazil,BRA,"GDP, PPP (constant 2017 international $)",3.19343E+12,3.0802E+12,2.97929E+12,3.01871E+12,3.07255E+12,3.11591E+12
Brazil,BRA,"GDP, PPP (current international $)",3.18716E+12,3.01475E+12,2.93909E+12,3.01871E+12,3.14632E+12,3.24768E+12
Brazil,BRA,GDP: linked series (current LCU),5.77895E+12,5.99579E+12,6.26933E+12,6.58548E+12,7.00414E+12,7.40702E+12
Brazil,BRA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",47.04,47.13,48.16,49.41,49.33,50.53
Brazil,BRA,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",62.59,62.26,61.66,62,62.06,62.42
Brazil,BRA,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",54.92,54.8,55.01,55.8,55.79,56.57
Brazil,BRA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",52.81,53.34,53.29,54.14,54.36,55.09
Brazil,BRA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",58.48,59.23,59.4,60.5,60.9,61.89
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",75.56,75.33,74.86,74.51,74.28,74.35
Brazil,BRA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",80.74,80.64,80.35,80.09,79.97,80.19
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",63.9,64.05,63.79,64.06,64.05,64.46
Brazil,BRA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",69.47,69.8,69.74,70.17,70.31,70.93
Brazil,BRA,"Labor force, female (% of total labor force)",42.3803816,42.71812106,42.86628449,43.38080331,43.57820175,43.89710831
Brazil,BRA,"Labor force, total",99937531,101600920,102513774,104268846,105542221,107461083
Brazil,BRA,"Life expectancy at birth, female (years)",78.45,78.698,78.934,79.156,79.362,79.555
Brazil,BRA,"Life expectancy at birth, male (years)",71.099,71.345,71.578,71.804,72.024,72.243
Brazil,BRA,"Life expectancy at birth, total (years)",74.745,74.994,75.23,75.456,75.672,75.881
Brazil,BRA,"Mortality rate, adult, female (per 1,000 female adults)",96.498,95.103,93.708,92.313,91.421,90.296
Brazil,BRA,"Mortality rate, adult, male (per 1,000 male adults)",196.135,193.622,191.109,188.596,188.528,186.225
Brazil,BRA,"Population ages 15-19, female (% of female population)",8.265983851,8.166371738,8.04144465,7.892086093,7.723580386,7.545775011
Brazil,BRA,"Population ages 15-19, male (% of male population)",8.811056773,8.718635576,8.588094146,8.433241626,8.261042425,8.081923852
Brazil,BRA,Population ages 15-64 (% of total population),69.39061969,69.56613409,69.64878959,69.7106712,69.74309026,69.73919823
Brazil,BRA,"Population ages 15-64, female",71263040,72033452,72715847,73366430,73969876,74511196
Brazil,BRA,"Population ages 15-64, female (% of female population)",69.24927658,69.38686824,69.44308867,69.47464321,69.47284262,69.43134923
Brazil,BRA,"Population ages 15-64, male",69435979,70209648,70874211,71515900,72120479,72673033
Brazil,BRA,"Population ages 15-64, male (% of male population)",69.5362837,69.75102386,69.86109105,69.954455,70.02243936,70.05766816
Brazil,BRA,"Population ages 15-64, total",140699018,142243098,143590073,144882354,146090377,147184242
Brazil,BRA,"Population, female",102907992,103814243,104712864,105601737,106473081,107316359
Brazil,BRA,"Population, male",99855752,100657516,101450192,102232088,102996239,103733160
Brazil,BRA,"Population, total",202763744,204471759,206163056,207833825,209469320,211049519
Brazil,BRA,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),69.89147697,70.80844285,71.18621427,72.66138773,73.1825525,74.09549428
Brazil,BRA,"Self-employed, female (% of female employment) (modeled ILO estimate)",24.20000076,25.07999992,25.39999962,26.40999985,27.04000092,27.45999908
Brazil,BRA,"Self-employed, male (% of male employment) (modeled ILO estimate)",34.16999817,35.81000137,36.34999847,36.65000153,37,37.24000168
Brazil,BRA,"Self-employed, total (% of total employment) (modeled ILO estimate)",30.01000023,31.29999924,31.75,32.29999924,32.75,33.08000183
Brazil,BRA,Unemployment with advanced education (% of total labor force with advanced education),1.25,5.070000172,6.329999924,7.019999981,6.860000134,6.820000172
Brazil,BRA,"Unemployment with advanced education, female (% of female labor force with advanced education)",1.610000014,5.75,7.130000114,8.090000153,7.860000134,7.869999886
Brazil,BRA,"Unemployment with advanced education, male (% of male labor force with advanced education)",0.910000026,4.25,5.369999886,5.699999809,5.630000114,5.510000229
Brazil,BRA,Unemployment with basic education (% of total labor force with basic education),6.559999943,8.720000267,13.56000042,15.34000015,14.64999962,14.43999958
Brazil,BRA,"Unemployment with basic education, female (% of female labor force with basic education)",7.849999905,10.35000038,16.07999992,17.90999985,17.27000046,17.51000023
Brazil,BRA,"Unemployment with basic education, male (% of male labor force with basic education)",5.730000019,7.690000057,12.03999996,13.78999996,13.06000042,12.59000015
Brazil,BRA,Unemployment with intermediate education (% of total labor force with intermediate education),4.010000229,7.360000134,13.46000004,14.57999992,14.10999966,13.67000008
Brazil,BRA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",4.670000076,8.539999962,15.96000004,17.19000053,16.77000046,16.69000053
Brazil,BRA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",3.210000038,6.119999886,11.27000046,12.27000046,11.76000023,11
Brazil,BRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",8.11,10.06,13.46,14.72,14.23,14.14
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",5.59,7.21,10.21,11.37,10.87,10.2
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.66,8.43,11.6,12.82,12.33,11.93
Brazil,BRA,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",18.79,23.57,31.08,33.21,32.27,31.95
Brazil,BRA,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",13.2,16.69,23.77,25.69,25.18,23.96
Brazil,BRA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",15.56,19.61,26.92,28.97,28.27,27.47
Brazil,BRA,Women Business and the Law Index Score (scale 1-100),81.875,81.875,81.875,81.875,81.875,81.875
China,CHN,Adjusted net national income (annual % growth),8.849424499,7.957826852,8.538059677,7.927135556,5.200071916,5.081705512
China,CHN,Adjusted net national income (constant 2015 US$),8.2887E+12,8.9483E+12,9.71231E+12,1.04822E+13,1.10273E+13,1.15877E+13
China,CHN,Adjusted net national income (current US$),8.46484E+12,8.9483E+12,9.18543E+12,1.01989E+13,1.13891E+13,1.1732E+13
China,CHN,Adjusted net national income per capita (annual % growth),8.165475671,7.33192088,7.91786007,7.275884769,4.709229241,4.709598133
China,CHN,Adjusted net national income per capita (constant 2015 US$),6075.558538,6525.796604,7044.723885,7560.776381,7917.762727,8290.446109
China,CHN,Adjusted net national income per capita (current US$),6170.341266,6484.935298,6618.748394,7304.710532,8119.085892,8333.876842
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",7.4802,7.5318,7.5834,7.635,7.643,7.651
China,CHN,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",19.54000092,18.87999916,18.26000023,17.62000084,16.94000053,16.17000008
China,CHN,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",7.21999979,6.889999866,6.599999905,6.309999943,6.010000229,5.679999828
China,CHN,"Employers, female (% of female employment) (modeled ILO estimate)",0.899999976,0.949999988,0.99000001,1.039999962,1.070000052,1.100000024
China,CHN,"Employers, male (% of male employment) (modeled ILO estimate)",2.720000029,2.769999981,2.829999924,2.880000114,2.920000076,2.910000086
China,CHN,"Employers, total (% of total employment) (modeled ILO estimate)",1.909999967,1.960000038,2.019999981,2.069999933,2.099999905,2.109999895
China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),29.5,28.59000015,27.70000076,26.97999954,26.06999969,25.32999992
China,CHN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",25.89999962,25.03000069,24.20000076,23.61000061,22.78000069,22.01000023
China,CHN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",32.36000061,31.40999985,30.47999954,29.64999962,28.65999985,27.94000053
China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),29.89999962,29.18000031,28.79999924,28.11000061,28.31999969,27.42000008
China,CHN,"Employment in industry, female (% of female employment) (modeled ILO estimate)",26.86000061,25.87999916,25.23999977,24.25,24.18000031,23.05999947
China,CHN,"Employment in industry, male (% of male employment) (modeled ILO estimate)",32.31999969,31.80999947,31.62999916,31.15999985,31.57999992,30.82999992
China,CHN,Employment in services (% of total employment) (modeled ILO estimate),40.59999847,42.22999954,43.5,44.90999985,45.61000061,47.25
China,CHN,"Employment in services, female (% of female employment) (modeled ILO estimate)",47.24000168,49.09000015,50.56999969,52.13999939,53.04000092,54.91999817
China,CHN,"Employment in services, male (% of male employment) (modeled ILO estimate)",35.31999969,36.77999878,37.90000153,39.18999863,39.75999832,41.22999954
China,CHN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",60.39,60.05,59.71,59.31,58.85,58.16
China,CHN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",73.51,73.25,73.01,72.74,72.45,71.81
China,CHN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",67.07,66.76,66.48,66.14,65.76,65.1
China,CHN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",43.2,41.85,40.8,39.96,39.26,38.24
China,CHN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",46.83,45.53,44.61,43.94,43.46,42.55
China,CHN,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",45.11,43.79,42.81,42.07,41.49,40.53
China,CHN,"Fertility rate, total (births per woman)",1.656,1.665,1.675,1.683,1.69,1.696
China,CHN,GDP (constant 2015 US$),1.03339E+13,1.10616E+13,1.18191E+13,1.26402E+13,1.34934E+13,1.42962E+13
China,CHN,GDP (constant LCU),6.43544E+13,6.88858E+13,7.36036E+13,7.8717E+13,8.40303E+13,8.90298E+13
China,CHN,GDP (current LCU),6.43563E+13,6.88858E+13,7.46395E+13,8.32036E+13,9.19281E+13,9.86515E+13
China,CHN,GDP (current US$),1.04757E+13,1.10616E+13,1.12333E+13,1.23104E+13,1.38948E+13,1.42799E+13
China,CHN,GDP deflator (base year varies by country),100.0029442,100,101.407346,105.6995965,109.3988156,110.8072729
China,CHN,GDP deflator: linked series (base year varies by country),100.0029442,100,101.407346,105.6995965,109.3988156,110.8072729
China,CHN,GDP growth (annual %),7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.949714233
China,CHN,GDP per capita (constant 2015 US$),7574.679931,8066.942635,8572.882133,9117.337711,9688.466859,10228.29281
China,CHN,GDP per capita (constant LCU),46910.3376,49922.32676,53036.58906,56378.8823,59903.52119,63242.86283
China,CHN,GDP per capita (current LCU),46911.71873,49922.32676,53782.99739,59592.25109,65533.7427,70077.69163
China,CHN,GDP per capita (current US$),7636.116601,8016.431435,8094.363367,8816.986905,9905.342004,10143.83817
China,CHN,GDP per capita growth (annual %),6.750760316,6.420736477,6.238215448,6.301863101,6.251700556,5.574533127
China,CHN,"GDP per capita, PPP (constant 2017 international $)",11851.40422,12612.35165,13399.13732,14243.53261,15133.99562,15977.64522
China,CHN,"GDP per capita, PPP (current international $)",12480.33853,12897.50229,13483.37727,14243.53261,15497.35999,16653.33884
